PUID,ACCENUMB,CROPNAME,COLLMISSID,COLLNAME,COLLCODE,COLLINSTADDRESS,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,ACCENAME,SAMPSTAT,ANCEST,COLSRC,DONORNAME,DUPLINSTNAME,MLSSTAT
10.18730/6QP6H,36888,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Jubing",27.5831,86.6803,1575,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QP9M,36891,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Ringmo",27.5836,86.6264,2975,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QPAN,36892,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Chhulyamu",27.6067,86.6267,2590,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QPJX,36900,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Sagarmatha, East Development Region, Solukhumbu District, Junbesi",27.5547,86.5822,2550,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QQ6C,36920,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Chepua",27.7617,87.4033,2125,8/1/1971,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QQHQ,36931,Barley,NPL79,IBPGR,ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Rapti, Mid-Western Development Region, Rukum District, Khabang; Rukum; Rapati",28.5333,82.7167,1700,6/3/1979,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QQYU,36944,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Janakpur, Central Development Region, Ramechhap District, Bhandar",27.5667,86.35,2125,5/24/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QR01,36946,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Janakpur, Central Development Region, Dolakha District, Gonda",27.6172,86.3183,2125,5/24/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QR56,36951,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Peykru",27.7278,85.8661,1575,5/24/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QR67,36952,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Ritak",27.8208,87.5069,2975,5/24/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QR89,36954,Barley,NPL71,IBPGR;UBL,GBR002;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,NPL,"Kosi, East Development Region, Sankhuwasabha District, Rukuma",27.73,87.4033,2125,5/24/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QRST,37057,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PER,"Cusco, Cusco Department, Anta Province, Anta",-13.4833,-72.1167,NULL,,;Anta-52,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QRTV,37058,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,PER,"Cusco, Cusco Department, Anta Province, Anta",-13.4833,-72.1167,NULL,,;Anta-67,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QS1$,37065,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,PER,"Cusco, ApurÝmac Department, Cotabambas Province, Mara",-14.1167,-72.1667,NULL,,;Maras-1188,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QSXS,37093,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PER,"Puno, Puno Department, Huancane Province, Huancane",-15.2167,-69.7667,NULL,,;33-Vilquechico-502,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QTH8,37113,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PER,"Ancash, Ancash Department, Huari Province, Huari",-9.36667,-77.2333,NULL,,Huari-22,300,NULL,NULL,USDA,SGSV,1
10.18730/6QTRF,37120,Barley,NULL,UNA-MOLINA,PER002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,BOL,"La Paz, La Paz Department, Ingavi Province, Guaqui",-16.6,-68.85,NULL,,;Guaqui-13,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QW1K,37163,Barley,NULL,PHR,POL004,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1991,DEU, (not aplicable (e.g. breeding material) or unknown),NULL,NULL,NULL,,;Trumph,300,Hadm. 24566/Diamant/1402-64//Alsa/Abyssinian//St./Union,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWF~,37177,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Leiria, Leiria District, , Batalha",39.6667,-8.83333,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWJU,37180,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Coimbra, Coimbra District, , Condeixa-a-Velha",40.1,-8.48333,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWK0,37181,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Leiria, Leiria District, , Marinha Grande",39.75,-8.91667,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWM1,37182,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Faro, Faro District, , Silves",37.1833,-8.43333,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWN2,37183,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Portalegre, Portalegre District, , Elvas",38.8667,-7.15,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWP3,37184,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Coimbra, Coimbra District, , Condeixa-a-Nova",40.1167,-8.5,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWQ4,37185,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Faro, Faro District, , Logoa",37.1333,-8.5,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6QWR5,37186,Barley,NULL,ENMP,PRT004,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,PRT,"Leiria, Leiria District, , Nazare",39.6,-9.05,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6R53D,37545,Barley,LBY81,ARC;IBPGR;IDG;ZIGuK,DEU146;ITA004;ITA303;LBY001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,LBY,"Darnah, Darnah Municipality, , 7 km S Shinishil",32.7361,22.2417,720,6/12/1981,,300,NULL,NULL,GIBARI,INRA-MAR;SGSV,1
10.18730/6R5AM,37552,Barley,LBY81,ARC;IBPGR;IDG;ZIGuK,DEU146;ITA004;ITA303;LBY001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,LBY,"Darnah, Darnah Municipality, , Area of Al Hishia",32.5667,22.2492,420,6/16/1981,,300,NULL,NULL,GIBARI,INRA-MAR;SGSV,1
10.18730/6R6DJ,37587,Barley,LBY83,ARC;IBPGR;IDG;ZIGuK,;DEU146;ITA004;ITA303;LBY001,;Agriculture Research Center Erbil  IRQ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,LBY,"Ghadamis, Ghadamis Municipality, , Ghadamis",30.1833,9.5,320,5/4/1983,,300,NULL,NULL,GIBARI,INRA-MAR;SGSV,1
10.18730/6RAQ8,37725,Barley,TUN90-2,ESAU;JICA,;TUN018,;   JPN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991,TUN,"Sidi Bouzid, Sidi Bou Zid Governorate, , Faid",35.05,9.65,NULL,5/1/1990,,300,NULL,NULL,INAT,CIMMYT;INRA-MAR;SGSV,1
10.18730/6REPR,37853,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,IND,"Uttar Pradesh, Uttar Pradesh State, Lalitpur District, Banparg",24.7167,78.7333,3000,10/1/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RF2U,37865,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Seti, Far-Western Development Region, Doti District, Silgarhi-Doti",29.2667,80.9667,1020,10/24/1987,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RF30,37866,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Mahakali, Far-Western Development Region, Baitadi District, Baitadi",29.5667,80.4333,2020,10/23/1987,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RFB8,37874,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Karnali, Mid-Western Development Region, Dolpa District, Rimi",29.15,82.5667,2500,11/6/1985,;Uwa,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RFVR,37890,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Malemchigaon",28.05,85.5333,2560,11/11/1985,;Karu,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RFXT,37892,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Malemchigaon",28.05,85.5333,2560,11/11/1985,;Karu,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RFYV,37893,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Tarke Ghyang",28,85.55,2550,11/11/1985,;Karu,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RGSH,37920,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Mustang District, Mustang",29.2,83.9667,2450,6/7/1905,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RGXN,37924,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Myagdi District, Sikha",28.45,83.6667,2000,10/29/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RH8*,37935,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Karnali, Mid-Western Development Region, Mugu District, Mugu",29.75,82.5333,2580,11/8/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RHCU,37939,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Karnali, Mid-Western Development Region, Jumla District, Jumla; Bumra",29.4667,82.0833,2730,11/13/1985,;Jou.Sept.,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJ4Q,37963,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Karnali, Mid-Western Development Region, Humla District, Simikot",29.9667,81.8167,2900,11/26/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJ9W,37968,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Lumbini, West Development Region, Palpa District, Jare",27.8833,83.5167,780,12/2/1984,;Kalo Uwa,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJHU,37976,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bheri, Mid-Western Development Region, Bardiya District, Chisapani",28.6333,81.2833,700,11/25/1984,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJK1,37978,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Janakpur, Central Development Region, Dhanusa District, Dhanukha",26.8333,86.0833,1100,11/2/1984,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJM2,37979,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bheri, Mid-Western Development Region, Surkhet District, Surkhet",28.6,81.6,1430,11/25/1984,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJP4,37981,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Narayani, Central Development Region, Bara District, Sundarpur",27.0333,85.1333,NULL,12/2/1984,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RJR6,37983,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Narayani, Central Development Region, Bara District, Batra",26.9667,85.1333,NULL,12/1/1984,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RK0E,37991,Barley,NPL89-2,NHCRP,,P. O. Box 1336 Kathmandu  NPL,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Chautara",27.7667,85.6833,3020,5/20/1989,;Pave Jou,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RK2G,37993,Barley,NPL89-2,NHCRP,,P. O. Box 1336 Kathmandu  NPL,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Janakpur, Central Development Region, Dolakha District, Charikot",27.6833,86.0333,3090,5/21/1989,;Pave Jou,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RM1A,38024,Barley,NPL89-2,NHCRP,,P. O. Box 1336 Kathmandu  NPL,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Karnali, Mid-Western Development Region, Jumla District, Jumla",29.25,82.25,2380,6/10/1989,;Pabai Jou,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RMDP,38036,Barley,NPL89-2,NHCRP,,P. O. Box 1336 Kathmandu  NPL,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Mustang District, Syang",28.7833,83.7,2700,6/2/1989,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RN26,38057,Barley,NPL89-2,NHCRP,,P. O. Box 1336 Kathmandu  NPL,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Lalitpur District, Godavari",27.6,85.4,1500,6/1/1989,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RN9D,38064,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Mustang District, Ghara",29.0833,84.0167,1800,10/28/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RNAE,38065,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Myagdi District, Sikha",28.45,83.6667,2000,10/29/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RNCG,38067,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Dhawalagiri, West Development Region, Myagdi District, Sikha",28.45,83.6667,2000,10/29/1985,;Uwa,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RNNS,38076,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Malemchigaon",28.05,85.5333,2560,11/11/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RNPT,38077,Barley,NULL,UCHIBA,JPN015,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1991/12,NPL,"Bagmati, Central Development Region, Sindhupalchok District, Malemchigaon",28.05,85.5333,2560,11/11/1985,,300,NULL,NULL,NHCRP,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RW17,38281,Barley,DZA89-A,ICARDA;ITGC;NARJ,DZA003;JPN013;LBN002,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1989/07,DZA,"Batna, SÚtif Province, , Merja",35.6333,5.5,860,6/12/1989,;Telli,300,NULL,NULL,ICARDA-GRU,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RWV~,38307,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, Braunau am Inn District, Eggelsberg",48.0833,12.9833,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RX23,38314,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Niederosterreich, Nieder÷sterreich State, Lilienfeld District, Brand II",48,15.8667,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RX45,38316,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, V÷cklabruck District, Baum II",47.95,13.5167,582,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RXHJ,38329,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,AUT,"Steiermark, Steiermark State, Graz Umgebung District, Unterfresen",47.2333,15.1667,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RXPQ,38334,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, V÷cklabruck District, Loibichl",47.8167,13.4,493,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RXVW,38339,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, Rohrbach im M³hlkreis District, Altenfelden",48.4833,13.9667,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RY95,38353,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,AUT,"Karnten, Kõrnten State, Villach Land District, Pettendorf region",46.7333,13.6333,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RYRM,38368,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, Rohrbach im M³hlkreis District, Kollerschlag",48.6167,13.8333,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RZ7=,38383,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Karnten, Kõrnten State, Sankt Veit an der Glan District, Nassing",46.8667,14.1833,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6RZMB,38396,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,AUT,"Oberosterreich, Ober÷sterreich State, V÷cklabruck District, Sankt Georgen im Attergau",47.9333,13.4833,NULL,,,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S19V,38449,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,ETH,"Shewa, Afar Administrative State, Zone 3 Zone, Awash market",9.01667,40.1667,NULL,,;Ae 2,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S1S6,38465,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,ETH,"Shewa, Afar Administrative State, Zone 3 Zone, Awash market",9.01667,40.1667,NULL,,;Ae 14,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S23G,38475,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,ETH,"Shewa, Afar Administrative State, Zone 3 Zone, Awash market",9.01667,40.1667,NULL,,;Ae 23,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S2V3,38499,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993/08,ETH,"Tigre, Tigray Administrative State, , ",13.5,39.5,NULL,,;Ae 46,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S2X5,38501,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1993/08,ETH,"Tigre, Tigray Administrative State, , ",13.5,39.5,NULL,,;Ae 48,300,NULL,NULL,BVAL,CIMMYT;INRA-MAR;SGSV,1
10.18730/6S3GR,38520,Barley,YEM80-1,FAO;IBPGR,ITA247;ITA303,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1993,YEM,"Dhamar, Dhamar Governorate, , 19 km S of Dhamar",14.3833,44.45,2350,6/8/1980,;Sher Baladi,300,Sel. from ICB 120773 in 1993,NULL,ICARDA-GRU,CIFCR;INRA-MAR;SGSV,1
10.18730/6S5ZX,38622,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Jarash Province, Jarash Sub-Province, 3 km S Jarash on road to Amman",32.2333,35.8667,480,5/21/1981,,100,NULL,NULL,IBPGR,GRS-MAR;SGSV,1
10.18730/6S60Y,38623,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Ajlun Province, Ajloun Sub-Province, 11 km N Jarash on road to Irbid; top of hill",32.3333,35.9167,1060,5/21/1981,,100,NULL,NULL,ICARDA-COL,CIMMYT;SGSV,1
10.18730/6S61Z,38624,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Irbid Province, Aghwar Shamaliyyeh Sub-Province, 11 km S Jarash on road to Amman",32.3833,35.95,900,5/21/1981,,100,NULL,NULL,IBPGR,CIMMYT;SGSV,1
10.18730/6S65=,38628,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Irbid Province, Tayybeh Sub-Province, Irbid-Esh Shuna road; 16 km W junction Irbid-Deir Abu Said",32.5833,35.7,300,5/23/1981,,100,NULL,NULL,IBPGR,CIMMYT;SGSV,1
10.18730/6S670,38630,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Irbid Province, Tayybeh Sub-Province, 11 km S of Kufr Awan",32.3667,35.7,600,5/23/1981,,100,NULL,NULL,IBPGR,CIMMYT;SGSV,1
10.18730/6S681,38631,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Irbid, Ajlun Province, Ajloun Sub-Province, 24 km S of Kufr Awan",32.3333,35.8167,1100,5/23/1981,,100,NULL,NULL,IBPGR,CIMMYT;SGSV,1
10.18730/6S692,38632,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Al Balqa, Balqa Province, Salt Sub-Province, As Sarrouk; road Suweileh-Salt 8 km after junction",32.05,35.7833,1000,5/25/1981,,100,NULL,NULL,IBPGR,GRS-MAR;SGSV,1
10.18730/6S6A3,38633,Wild Hordeum,JOR81-2,ARCD;IBPGR;ICARDA,ITA303;LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1982,JOR,"Amman, Madaba Province, Madaba Sub-Province, 29 km S Madaba; southern slope of Wadi Wala valley",31.5333,35.75,800,5/26/1981,,100,NULL,NULL,ICARDA-COL,GRS-LBN;GRS-MAR;SGSV,1
